read1,OV277455.1,82.000,100,14,1,1,100,6235935,6236030,1.42e-16,99.6
read1,CP050568.1,79.612,103,14,3,1,100,15291786,15291688,3.13e-12,85.1
read1,CP050633.1,79.612,103,14,3,1,100,15288795,15288697,3.13e-12,85.1
read1,HG994404.1,79.612,103,14,3,1,100,36397492,36397590,3.13e-12,85.1
read1,CP027080.1,80.723,83,14,1,1,81,34070368,34070286,1.62e-09,76.1
read1,CP011895.1,79.268,82,15,1,2,81,34826278,34826197,1.98e-08,71.6
read1,OX344701.1,79.518,83,15,1,1,81,35058334,35058252,1.98e-08,71.6
read1,OX258966.1,79.518,83,15,1,1,81,35006338,35006256,1.98e-08,71.6
read1,LR962867.1,79.518,83,15,1,1,81,34498622,34498540,1.98e-08,71.6
read1,LR962742.1,79.518,83,15,1,1,81,34814694,34814612,1.98e-08,71.6
read1,OU343107.1,79.012,81,17,0,1,81,34704637,34704557,6.90e-08,70.7
read1,OX459944.2,77.778,81,18,0,1,81,35080944,35080864,8.40e-07,66.2
read2,OV277455.1,84.000,100,15,1,1,100,5916407,5916505,9.58e-19,105
read2,OV277455.1,84.906,53,8,0,47,99,5912178,5912230,3.57e-05,60.8
read2,HG994404.1,83.696,92,13,2,9,100,36090082,36090171,2.11e-14,92.4
read2,HG994404.1,82.258,62,11,0,39,100,36085595,36085656,1.02e-05,63.5
read2,HG994404.1,74.227,97,23,1,4,100,26326836,26326930,3.57e-05,60.8
read2,CP050568.1,82.955,88,13,2,9,96,15599601,15599516,3.13e-12,85.1
read2,CP050568.1,82.258,62,11,0,39,100,15604346,15604285,1.02e-05,63.5
read2,CP050568.1,74.227,97,23,1,4,100,25260910,25260816,3.57e-05,60.8
read2,CP050633.1,82.955,88,13,2,9,96,15597235,15597150,3.13e-12,85.1
read2,CP050633.1,82.258,62,11,0,39,100,15601979,15601918,1.02e-05,63.5
read2,CP050633.1,74.227,97,23,1,4,100,25237743,25237649,3.57e-05,60.8
read2,CP050589.1,82.353,68,9,1,29,96,26502634,26502570,2.41e-07,68.0
read2,CP050623.1,82.353,68,9,1,29,96,26505864,26505800,2.41e-07,68.0
read2,HG994400.1,82.353,68,9,1,29,96,36380690,36380754,2.41e-07,68.0
read2,CP050577.1,85.000,60,6,1,29,88,42070985,42070929,8.40e-07,67.1
read2,CP050618.1,85.000,60,6,1,29,88,42089000,42088944,8.40e-07,67.1
read2,HG994398.1,85.000,60,6,1,29,88,7879301,7879245,8.40e-07,67.1
read2,LR738419.1,82.540,63,11,0,38,100,55549555,55549493,2.93e-06,65.3
read2,LR738419.1,82.540,63,11,0,38,100,55849620,55849682,2.93e-06,65.3
read2,LR738419.1,82.540,63,11,0,38,100,55964310,55964372,2.93e-06,65.3
read2,LR738419.1,80.952,63,12,0,38,100,56260284,56260346,3.57e-05,60.8
read2,XR_003905829.1,80.000,70,14,0,27,96,82,151,2.93e-06,64.4
read2,AP023166.1,78.873,71,15,0,30,100,36113821,36113751,3.57e-05,61.7
read2,XR_008293581.1,78.873,71,15,0,30,100,3050,2980,3.57e-05,61.7
read2,OV277460.1,80.952,63,12,0,38,100,54858209,54858147,3.57e-05,60.8
read2,OV277460.1,81.667,60,11,0,38,97,55115407,55115466,1.25e-04,59.9
read2,CP050595.1,80.000,65,13,0,32,96,19003991,19003927,1.25e-04,59.9
