fragment_100,AC074286.5,100.000,100,0,0,1,100,79177,79276,1.25e-43,181
fragment_99,AC074286.5,100.000,99,0,0,1,99,79177,79275,4.29e-43,179
fragment_98,AC074286.5,100.000,98,0,0,1,98,79177,79274,1.48e-42,178
fragment_97,AC074286.5,100.000,97,0,0,1,97,79177,79273,5.08e-42,176
fragment_96,AC074286.5,100.000,96,0,0,1,96,79177,79272,1.75e-41,174
fragment_95,AC074286.5,100.000,95,0,0,1,95,79177,79271,6.00e-41,172
fragment_94,AC074286.5,100.000,94,0,0,1,94,79177,79270,2.06e-40,170
fragment_93,AC074286.5,100.000,93,0,0,1,93,79177,79269,7.08e-40,168
fragment_92,AC074286.5,100.000,92,0,0,1,92,79177,79268,2.43e-39,167
fragment_91,AC074286.5,100.000,91,0,0,1,91,79177,79267,8.35e-39,165
fragment_90,AC074286.5,100.000,90,0,0,1,90,79177,79266,2.86e-38,163
fragment_89,AC074286.5,100.000,89,0,0,1,89,79177,79265,9.83e-38,161
fragment_88,AC074286.5,100.000,88,0,0,1,88,79177,79264,3.37e-37,159
fragment_87,AC074286.5,100.000,87,0,0,1,87,79177,79263,1.16e-36,158
fragment_86,AC074286.5,100.000,86,0,0,1,86,79177,79262,3.96e-36,156
fragment_85,AC074286.5,100.000,85,0,0,1,85,79177,79261,1.36e-35,154
fragment_84,AC074286.5,100.000,84,0,0,1,84,79177,79260,4.65e-35,152
fragment_83,AC074286.5,100.000,83,0,0,1,83,79177,79259,1.59e-34,150
fragment_82,AC074286.5,100.000,82,0,0,1,82,79177,79258,5.45e-34,149
fragment_81,AC074286.5,100.000,81,0,0,1,81,79177,79257,1.87e-33,147
fragment_80,AC074286.5,100.000,80,0,0,1,80,79177,79256,6.38e-33,145
fragment_79,AC074286.5,100.000,79,0,0,1,79,79177,79255,2.18e-32,143
fragment_78,AC074286.5,100.000,78,0,0,1,78,79177,79254,7.46e-32,141
fragment_77,AC074286.5,100.000,77,0,0,1,77,79177,79253,2.55e-31,140
fragment_76,AC074286.5,100.000,76,0,0,1,76,79177,79252,8.70e-31,138
fragment_75,AC074286.5,100.000,75,0,0,1,75,79177,79251,3.04e-30,136
fragment_74,AC074286.5,100.000,74,0,0,1,74,79177,79250,1.04e-29,134
fragment_73,AC074286.5,100.000,73,0,0,1,73,79177,79249,3.54e-29,132
fragment_72,AC074286.5,100.000,72,0,0,1,72,79177,79248,1.21e-28,131
fragment_71,AC074286.5,100.000,71,0,0,1,71,79177,79247,4.11e-28,129
fragment_70,AC074286.5,100.000,70,0,0,1,70,79177,79246,1.40e-27,127
fragment_69,AC074286.5,100.000,69,0,0,1,69,79177,79245,4.76e-27,125
fragment_68,AC074286.5,100.000,68,0,0,1,68,79177,79244,1.62e-26,123
fragment_67,AC074286.5,100.000,67,0,0,1,67,79177,79243,5.50e-26,122
fragment_66,AC074286.5,100.000,66,0,0,1,66,79177,79242,1.87e-25,120
fragment_65,AC074286.5,100.000,65,0,0,1,65,79177,79241,6.34e-25,118
fragment_64,AC074286.5,100.000,64,0,0,1,64,79177,79240,2.15e-24,116
fragment_63,AC074286.5,100.000,63,0,0,1,63,79177,79239,7.28e-24,114
fragment_62,AC074286.5,100.000,62,0,0,1,62,79177,79238,2.46e-23,113
